"","Code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH..cm.","Notes","X","Type","IsHedge","Basal.density","BehaviourType","DBH"
"274","Y13","21/06/2024","7:25","7:45",20,1,3,"Friday ","AMRO","Turdus migratorius","Hop","7:44","Silver maple","Acer saccharinum",140,"","","Yard","Yes",12.7497909,"Foraging",NA
"275","Y13","21/06/2024","7:25","7:45",20,1,3,"Friday ","AMRO","Turdus migratorius","Perch","7:44","Silver maple","Acer saccharinum",140,"","","Yard","Yes",12.7497909,"Rest",NA
"276","Y32","21/06/2024","9:19","9:39",21,4,3,"Friday ","HOSP","Passer domesticus","Perch","9:19","White cedar","Thuja occidentalis",10,"NOFL vocalizing from atop large conifer across the street in backyard. HOSP, AMCR, NOFL, NOCA, CHSP, CHSW, AMRO, COGR, SOSP heard or seen.","","Yard","No",18.1459564,"Rest",NA
"277","Y32","21/06/2024","9:19","9:39",21,4,3,"Friday ","CHSP","Spizella passerina","Perch","9:27","European crabapple","Malus sylvestris",15,"","","Yard","No",18.1459564,"Rest",NA
"278","Y32","21/06/2024","9:19","9:39",21,4,3,"Friday ","CHSP","Spizella passerina","Vocalize","9:31","European crabapple","Malus sylvestris",15,"","","Yard","No",18.1459564,"Territory_defense",NA
"279","Y32","21/06/2024","9:19","9:39",21,4,3,"Friday ","SOSP","Melospiza melodia","Vocalize","9:35","European crabapple","Malus sylvestris",15,"","","Yard","No",18.1459564,"Territory_defense",NA
"280","Y32","21/06/2024","9:19","9:39",21,4,3,"Friday ","HOSP","Passer domesticus","Vocalize","9:35","European crabapple","Malus sylvestris",15,"","","Yard","No",18.1459564,"Territory_defense",NA
"281","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","HOSP","Passer domesticus","Feeder","7:19","Feeder",NA,NA,"REVI heard in adjacent yard. AMCR, WBNU, NOCA, AMRO in Silver maple street tree. CHSW, BCCH, CHSP, AMGO also seen or heard.","","Yard","No",44.9160733,"Anthropogenic_interaction",NA
"282","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","7:21","Ground",NA,NA,"","","Yard","No",44.9160733,"Foraging",NA
"283","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","7:29","Ground",NA,NA,"","","Yard","No",44.9160733,"Foraging",NA
"284","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","CHSP","Spizella passerina","Peck","7:35","Ground",NA,NA,"","","Yard","No",44.9160733,"Foraging",NA
"285","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","SOSP","Melospiza melodia","Vocalize","7:36","Common lilac","Syringa vulgaris",1,"","","Yard","No",44.9160733,"Territory_defense",NA
"286","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","SOSP","Melospiza melodia","Ground forage","7:37","Ground",NA,NA,"","","Yard","No",44.9160733,"Foraging",NA
"287","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","SOSP","Melospiza melodia","Vocalize","7:37","Domestic apple","Malus pumila",2,"","","Yard","No",44.9160733,"Territory_defense",NA
"288","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","SOSP","Melospiza melodia","Vocalize","7:37","Domestic apple","Malus pumila",2,"","","Yard","No",44.9160733,"Territory_defense",NA
"289","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","SOSP","Melospiza melodia","Hop","7:37","Ground",NA,NA,"","","Yard","No",44.9160733,"Foraging",NA
"290","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","HOSP","Passer domesticus","Feeder","7:37","Feeder",NA,NA,"","","Yard","No",44.9160733,"Anthropogenic_interaction",NA
"291","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","SOSP","Melospiza melodia","Ground forage","7:38","Ground",NA,NA,"","","Yard","No",44.9160733,"Foraging",NA
"292","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Peck","9:12","Norway maple","Acer platanoides",35,"","","Yard","No",12.2787018,"Foraging",NA
"293","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Perch","9:14","Norway maple","Acer platanoides",35,"","","Yard","No",12.2787018,"Rest",NA
"294","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Perch","9:16","Norway maple","Acer platanoides",35,"","","Yard","No",12.2787018,"Rest",NA
"295","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Perch","9:16","Norway maple","Acer platanoides",35,"","","Yard","No",12.2787018,"Rest",NA
"296","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","NOCA","Cardinalis cardinalis","Glean","8:51","Weeping white mulberry","Morus alba",15,"GREG flyover twice. MODO, HOSP, COGR on roof. Many BCCH and COGR in backyard neighbour's conifer. CHSW, SOSP also heard.","","Yard","Yes",6.9929772,"Foraging",NA
"297","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","EUST","Sturnus vulgaris","Glean","8:52","Weeping white mulberry","Morus alba",15,"*check behaviour for foraging fruit --> Glean: to pick food items from a nearby substrate, including the ground, that can be reached without full extension of legs or neck, no acrobatic movements are involved.","","Yard","Yes",6.9929772,"Foraging",NA
"298","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","EUST","Sturnus vulgaris","Glean","8:52","Weeping white mulberry","Morus alba",15,"","","Yard","Yes",6.9929772,"Foraging",NA
"299","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","EUST","Sturnus vulgaris","Glean","8:52","Weeping white mulberry","Morus alba",15,"","","Yard","Yes",6.9929772,"Foraging",NA
"300","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","EUST","Sturnus vulgaris","Glean","8:52","Weeping white mulberry","Morus alba",15,"","","Yard","Yes",6.9929772,"Foraging",NA
"301","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","EUST","Sturnus vulgaris","Glean","8:52","Weeping white mulberry","Morus alba",15,"","","Yard","Yes",6.9929772,"Foraging",NA
"302","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","EUST","Sturnus vulgaris","Glean","8:52","Weeping white mulberry","Morus alba",15,"","","Yard","Yes",6.9929772,"Foraging",NA
"303","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","NOCA","Cardinalis cardinalis","Glean","8:53","Weeping white mulberry","Morus alba",15,"","","Yard","Yes",6.9929772,"Foraging",NA
"304","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","NOCA","Cardinalis cardinalis","Feed young","8:53","Ground",NA,NA,"*young = juvenile","","Yard","Yes",6.9929772,"Reproduction",NA
"305","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","AMRO","Turdus migratorius","Gape","8:59","Ground",NA,NA,"*collecting food for young","","Yard","Yes",6.9929772,"Foraging",NA
"306","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","NOCA","Cardinalis cardinalis","Glean","9:00","Weeping white mulberry","Morus alba",15,"","","Yard","Yes",6.9929772,"Foraging",NA
"307","Y07","26/06/2024","8:45","9:05",21,3,3,"Wednesday","NOFL","Colaptes auratus","Perch","9:05","Ground",NA,NA,"*perched on wood thingy in yard","","Yard","Yes",6.9929772,"Rest",NA
"308","Y44","26/06/2024","9:14","9:34",21,2,3,"Wednesday",NA,"","","","","",NA,"MERL flyover (9:23), AMRO alarm call before it. Silent until 5mins after flyover. AMRO, BCCH, CHSP, HOFI, CHSW, HOSP, NOCA seen or heard.","","Yard","No",6.8395773,NA,NA
"309","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Bill wipe","9:42","Common lilac","Syringa vulgaris",15,"GREG flyover. Busy street in front yard (lots of car noises). HOSP, AMCR, EUST, CHSW, AMGO seen or heard.","","Yard","No",11.3989116,"Grooming",NA
"310","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Perch","9:42","Common lilac","Syringa vulgaris",15,"","","Yard","No",11.3989116,"Rest",NA
"311","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Ground forage","9:43","Ground",NA,NA,"","","Yard","No",11.3989116,"Foraging",NA
"312","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Ground forage","9:43","Ground",NA,NA,"","","Yard","No",11.3989116,"Foraging",NA
"313","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Perch","9:43","Common lilac","Syringa vulgaris",15,"","","Yard","No",11.3989116,"Rest",NA
"314","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOFI","Haemorhous mexicanus","Feeder","9:46","Feeder",NA,NA,"","","Yard","No",11.3989116,"Anthropogenic_interaction",NA
"315","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Feeder","9:46","Feeder",NA,NA,"","","Yard","No",11.3989116,"Anthropogenic_interaction",NA
"316","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Perch","9:53","Trumpet honeysuckle","Lonicera sempervirens",NA,"","","Yard","No",11.3989116,"Rest",NA
"317","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Perch","9:56","Chair",NA,NA,"","","Yard","No",11.3989116,"Rest",NA
"318","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","AMGO","Spinus tristis","Perch","9:56","Red ash","Fraxinus pennsylvanica",72,"","","Yard","No",11.3989116,"Rest",NA
"319","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Perch","9:59","Trumpet honeysuckle","Lonicera sempervirens",NA,"","","Yard","No",11.3989116,"Rest",NA
"320","Y27","27/06/2024","7:12","7:32",15,4,1,"Thursday",NA,"","","","","",NA,"Light drizzle, rained all night it just stopped","","Yard","No",5.504345,NA,NA
"321","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Glean","8:14","Manitoba maple","Acer negundo",52,"","","Yard","No",8.7178143,"Foraging",NA
"322","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:17","Manitoba maple","Acer negundo",39,"","","Yard","No",8.7178143,"Rest",NA
"323","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:17","Manitoba maple","Acer negundo",39,"","","Yard","No",8.7178143,"Rest",NA
"324","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","SOSP","Melospiza melodia","Peck","8:18","Ground",NA,NA,"","","Yard","No",8.7178143,"Foraging",NA
"325","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","SOSP","Melospiza melodia","Bill wipe","8:18","Common lilac","Syringa vulgaris",2,"","","Yard","No",8.7178143,"Grooming",NA
"326","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Glean","8:23","Manitoba maple","Acer negundo",39,"","","Yard","No",8.7178143,"Foraging",NA
"327","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Glean","8:24","Manitoba maple","Acer negundo",39,"","","Yard","No",8.7178143,"Foraging",NA
"328","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:25","Manitoba maple","Acer negundo",52,"","","Yard","No",8.7178143,"Rest",NA
"329","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:30","Manitoba maple","Acer negundo",52,"","","Yard","No",8.7178143,"Rest",NA
"330","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","SOSP","Melospiza melodia","Bill wipe","8:33","Common pear","Pyrus communis",6,"","","Yard","No",8.7178143,"Grooming",NA
"331","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","YEWA","Setophaga petechia","Glean","8:32","Manitoba maple","Acer negundo",52,"yay!","","Yard","No",8.7178143,"Foraging",NA
"332","Y09","28/06/2024","7:44","8:04",14,1,1,"Friday ",NA,"","","","","",NA,"NOCA, AMRP, HOSP, BLJA heard. AMRO nest potentially successful? ","","Yard","Yes",9.9382062,NA,NA
"333","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Perch","8:43","Common lilac","Syringa vulgaris",9,"","","Yard","No",NA,"Rest",NA
"334","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Vocalize","8:49","White cedar","Thuja occidentalis",29,"","","Yard","No",NA,"Territory_defense",NA
"335","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Vocalize","8:52","Common lilac","Syringa vulgaris",9,"","","Yard","No",NA,"Territory_defense",NA
"336","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Glean","8:53","White ash","Fraxinus americana",40,"","","Yard","No",NA,"Foraging",NA
"337","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Glean","8:55","White ash","Fraxinus americana",40,"","","Yard","No",NA,"Foraging",NA
"338","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Bill wipe","8:55","White ash","Fraxinus americana",40,"","","Yard","No",NA,"Grooming",NA
"339","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Perch","8:58","White cedar","Thuja occidentalis",29,"","","Yard","No",NA,"Rest",NA
"340","Y26","02/07/2024","7:40","8:00",20,1,2,"Tuesday","COGR","Quiscalus quiscula","Peck","7:46","Domestic apple","Malus pumila",21,"COGR in apple tree for entirety of survey. CHSW flying very low. ","","Yard","No",3.8040849,"Foraging",NA
"341","Y26","02/07/2024","7:40","8:00",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Vocalize","7:50","Dead standing",NA,34,"","","Yard","No",3.8040849,"Territory_defense",NA
"342","Y26","02/07/2024","7:40","8:00",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","7:50","Domestic apple","Malus pumila",21,"","","Yard","No",3.8040849,"Foraging",NA
"343","Y26","02/07/2024","7:40","8:00",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:53","Dead standing",NA,34,"","","Yard","No",3.8040849,"Rest",NA
"344","Y26","02/07/2024","7:40","8:00",20,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","7:53","Summer grape","Vitis aestivalus",NA,"","","Yard","No",3.8040849,"Territory_defense",NA
"345","Y26","02/07/2024","7:40","8:00",20,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","7:56","Domestic apple","Malus pumila",21,"","","Yard","No",3.8040849,"Territory_defense",NA
"346","Y31","02/07/2024","8:21","8:41",21,1,2,"Tuesday","BCCH","Poecile atricapillus","Vocalize","8:27","Norway maple","Acer platanoides",45,"Bunny in yard. CHSP in street tree. MODO, NOCAm AMRO, SOSP, HOSP, WBNU seen or heard. ","","Yard","Yes",0.8590313,"Territory_defense",NA
"347","Y45","03/07/2024","7:33","7:53",20,1,2,"Wednesday",NA,"","","","","",NA,"SOSP, BCCH, HOSP, NOCA heard.","","Yard","No",8.9523931,NA,NA
"348","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:00","White cedar","Thuja occidentalis",10,"CHSP, WBNU X3 in street tree. One WBNU seems to be a juvenile that is begging. NOFL vocalizing (chirp call). COGR flew through apple tree in backyard. Male NOCA flying around.","","Yard","No",18.1459564,"Territory_defense",NA
"349","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:08","White cedar","Thuja occidentalis",2,"*juvenile","","Yard","No",18.1459564,"Territory_defense",NA
"350","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:08","White cedar","Thuja occidentalis",2,"*female","","Yard","No",18.1459564,"Territory_defense",NA
"351","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:08","European crabapple","Malus sylvestris",15,"","","Yard","No",18.1459564,"Territory_defense",NA
"352","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","SOSP","Melospiza melodia","Glean","8:09","European crabapple","Malus sylvestris",15,"","","Yard","No",18.1459564,"Foraging",NA
"353","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:11","White cedar","Thuja occidentalis",10,"*female","","Yard","No",18.1459564,"Territory_defense",NA
"354","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:14","European crabapple","Malus sylvestris",15,"","","Yard","No",18.1459564,"Territory_defense",NA
"355","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:16","White cedar","Thuja occidentalis",10,"*male","","Yard","No",18.1459564,"Territory_defense",NA
"356","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:16","White cedar","Thuja occidentalis",10,"*female","","Yard","No",18.1459564,"Territory_defense",NA
"357","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Beg","8:17","White cedar","Thuja occidentalis",4,"*juvenile","","Yard","No",18.1459564,"Reproduction",NA
"358","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Feed young","8:17","White cedar","Thuja occidentalis",4,"*female","","Yard","No",18.1459564,"Reproduction",NA
"359","Y13","03/07/2024","9:25","9:45",21,1,3,"Wednesday","AMRO","Turdus migratorius","Drink","9:45","Bird bath",NA,NA,"MERL still vocalizing close by. AMRO gleaning in street tree in front yard. AMRO alarm calls, quiet neighbourhood. GREG flyover. AMGO and CHSP heard.","","Yard","Yes",12.7497909,"Anthropogenic_interaction",NA
"360","Y05","04/07/2024","7:03","7:23",22,4,3,"Thursday",NA,"","","","","",NA,"MERL flyover (7:08), chirp vocalization and long trills, X2 MERL communicating. Birds returned to normal (from being quiet) at 7:19. Homeowners recentlyt took out their backyard deck. REVI vocalizingin big Silver maple acorss the street. SOSP, CHSW, HOSP, CHSP, AMGO, NOCA seen or heard.","","Yard","Yes",5.1747616,NA,NA
"361","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Build nest","7:32","Norway spruce","Picea abies",30,"*tree on front lawn. Mama AMRO is nesting in that tree.","","Yard","No",36.854895,"Reproduction",NA
"362","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","WBNU","Sitta carolinensis","Peck","7:33","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"363","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:33","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"364","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:33","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"365","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:33","European crabapple","Malus sylvestris",35,"","","Yard","No",36.854895,"Foraging",NA
"366","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","NOFL","Colaptes auratus","Peck","7:33","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Foraging",NA
"367","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"368","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"369","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"370","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",60,"","","Yard","No",36.854895,"Foraging",NA
"371","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Gape","7:34","Ground",NA,NA,"","","Yard","No",36.854895,"Foraging",NA
"372","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Preen","7:38","Norway maple","Acer platanoides",5,"*juvenile","","Yard","No",36.854895,"Grooming",NA
"373","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","7:39","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Territory_defense",NA
"374","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Gape","7:40","Ground",NA,NA,"","","Yard","No",36.854895,"Foraging",NA
"375","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","NOFL","Colaptes auratus","Preen","7:40","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Grooming",NA
"376","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Glean","7:40","Norway spruce","Picea abies",30,"","","Yard","No",36.854895,"Foraging",NA
"377","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","HOSP","Passer domesticus","Bill wipe","7:41","European crabapple","Malus sylvestris",35,"","","Yard","No",36.854895,"Grooming",NA
"378","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Glean","7:42","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Foraging",NA
"379","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Glean","7:42","Norway spruce","Picea abies",30,"","","Yard","No",36.854895,"Foraging",NA
"380","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:44","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Foraging",NA
"381","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","NOFL","Colaptes auratus","Vocalize","7:44","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Territory_defense",NA
"382","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:44","Norway spruce","Picea abies",30,"","","Yard","No",36.854895,"Foraging",NA
"383","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:44","Norway spruce","Picea abies",30,"","","Yard","No",36.854895,"Foraging",NA
"384","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Gape","7:45","Ground",NA,NA,"","","Yard","No",36.854895,"Foraging",NA
"385","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Perch","7:45","Norway spruce","Picea abies",30,"","","Yard","No",36.854895,"Rest",NA
"386","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Vocalize","7:46","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Territory_defense",NA
"387","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:48","Norway spruce","Picea abies",49,"","","Yard","No",36.854895,"Foraging",NA
"388","Y03","04/07/2024","7:59","8:19",22,3,3,"Thursday","SOSP","Melospiza melodia","Vocalize","7:59","White cedar","Thuja occidentalis",NA,"NOFL X3: pair on electric wire in backyard, other in neighbour's tree. WBNU and BCCH heard in neighbour's tree. Tall hedge along back. Juvenile SOSP around. NOFL in Norway maple street tree.","","Yard","Yes",2.5470304,"Territory_defense",NA
"389","Y03","04/07/2024","7:59","8:19",22,3,3,"Thursday","NOFL","Colaptes auratus","Perch","8:09","Eurasian smoketree","Cotinus coggygria",11,"","","Yard","Yes",2.5470304,"Rest",NA
"390","Y03","04/07/2024","7:59","8:19",22,3,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","8:17","Nootka cypress","Cupressus nootkatensis",15,"","","Yard","Yes",2.5470304,"Rest",NA
"391","Y03","04/07/2024","7:59","8:19",22,3,3,"Thursday","SOSP","Melospiza melodia","Vocalize","8:19","Nootka cypress","Cupressus nootkatensis",15,"","","Yard","Yes",2.5470304,"Territory_defense",NA
"392","Y03","04/07/2024","7:59","8:19",22,3,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","8:19","White cedar","Thuja occidentalis",NA,"","","Yard","Yes",2.5470304,"Rest",NA
"393","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Vocalize","9:25","Tatarian honeysuckle","Lonicera tatarica",10,"NOCA building nest in Tatarian honeysuckle shrub beside the house.","","Yard","No",24.3215042,"Territory_defense",NA
"394","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","9:25","Siberian elm","Ulmus pumila",46,"*NOCA pair","","Yard","No",24.3215042,"Rest",NA
"395","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Collect nesting material","9:25","Siberian elm","Ulmus pumila",46,"","","Yard","No",24.3215042,"Reproduction",NA
"396","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","HOSP","Passer domesticus","Vocalize","9:27","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Territory_defense",NA
"397","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","HOSP","Passer domesticus","Vocalize","9:27","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Territory_defense",NA
"398","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:28","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Rest",NA
"399","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Collect nesting material","9:29","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Reproduction",NA
"400","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Build nest","9:30","Tatarian honeysuckle","Lonicera tatarica",10,"","","Yard","No",24.3215042,"Reproduction",NA
"401","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Collect nesting material","9:31","Siberian elm","Ulmus pumila",18,"","","Yard","No",24.3215042,"Reproduction",NA
"402","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","9:31","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Territory_defense",NA
"403","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","9:31","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Territory_defense",NA
"404","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","9:31","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Territory_defense",NA
"405","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hop","9:31","White cedar","Thuja occidentalis",35,"","","Yard","No",24.3215042,"Foraging",NA
